transaction_amount,transaction_hour,account_age,user_transactions_last_24h,is_fraud
771.1962127746065,12,3338,2,0
494.30180076802634,15,2948,3,0
523.2100965526121,21,2091,2,0
428.1134773401911,19,1385,1,0
26.393707617351094,12,1252,0,0
108.78353556631114,19,2275,4,0
32.39775650104752,1,1087,2,0
636.7740008525166,2,171,2,0
315.04162509525037,14,3011,3,0
509.0621204735381,22,2810,3,0
907.6589074521669,18,2898,2,0
250.04293691972606,12,2355,2,0
410.9725401125941,4,1774,1,0
755.7955874045056,21,2616,0,0
229.56936732613084,5,3040,0,0
77.9029299189642,13,2082,4,0
290.4617014608543,3,827,0,0
162.06006596675041,21,1666,4,0
929.7679546902305,18,130,3,0
808.3122591848526,22,1418,4,0
633.770352753913,6,1175,4,0
871.58912959753,3,2703,0,0
803.8684048222153,1,2678,2,0
187.3834888271498,6,1408,3,0
892.6664394914878,2,1041,1,0
539.802899673735,14,594,4,0
807.6327150088985,0,1038,4,0
896.1952086235698,1,2129,4,0
318.68547149689203,9,3279,2,0
110.94187260314908,15,204,1,0
228.70722737939974,14,3451,0,0
427.68068083763006,23,1808,3,0
818.1967511565706,14,1568,2,0
860.869852673087,13,23,1,0
7.945178400659513,21,2662,3,0
511.2365552749882,13,3234,0,0
417.9935921456302,5,1634,3,0
222.8857026602595,13,2192,4,0
120.74550196634912,16,104,4,0
338.27755623222436,17,1406,2,0
942.9667942086066,19,1479,3,0
323.87972908873445,18,3489,4,0
519.2718311216228,16,2372,2,0
703.3159399362827,15,1195,2,0
364.2659727769147,7,576,2,0
971.8103006382397,6,1607,0,0
962.4848476471691,19,274,4,0
252.53051352953878,11,452,4,0
497.7512573864931,8,2929,1,0
301.5774315069529,13,125,0,0
285.55565388309014,19,3455,4,0
37.85006040717826,0,2365,4,0
609.9547696459169,9,1867,1,0
951.844891179943,16,6,5,1
52.42727249873936,16,1684,3,0
279.36781777237485,16,907,0,0
908.3576200806871,3,3535,2,0
240.32232877630545,16,430,1,0
145.74997721913186,17,2752,1,0
489.96330751728544,19,3409,4,0
985.6648036564901,22,3568,4,0
242.81321623998892,1,3020,1,0
672.4634118584727,7,362,2,0
761.8579957133888,12,796,3,0
238.39990644840728,22,432,0,0
728.4881322632477,21,2723,3,0
368.415349586534,19,1544,0,0
632.673524762986,21,859,2,0
633.8961810501338,14,1430,1,0
536.2389093906837,19,3062,2,0
91.1994802843539,22,3449,1,0
835.4671930936487,8,3224,4,0
321.4592849067641,2,1346,0,0
187.33199188945437,2,1631,4,0
41.73436641320915,1,3286,1,0
591.3020502450536,0,576,0,0
677.8867974804401,13,1089,0,0
17.571241098928297,16,893,4,0
512.5809652409816,12,270,0,0
227.26927942274003,18,3609,1,0
645.5276176190404,22,2020,1,0
175.19206257598645,14,1124,4,0
691.2468003643635,13,3177,2,0
387.34861095423685,1,3203,1,0
936.7932587479978,6,3461,1,0
138.38342320184725,16,3393,0,0
341.72528469920826,17,438,0,0
114.36004771934849,5,1043,1,0
924.7689246602843,20,2273,4,0
877.4620140276,7,1642,2,0
258.68368608744044,1,3638,0,0
660.3240619881449,0,3038,0,0
817.4049780010146,15,2508,2,0
555.6456107878629,6,2442,0,0
530.1209277776504,21,3298,4,0
242.61043860955124,23,2960,0,0
94.00966503809332,10,1384,0,0
897.3185421953734,14,1454,1,0
900.5176391061672,12,15,4,0
633.4683558159946,23,2608,4,0
339.69076125765196,1,1675,1,0
349.8603650380482,13,1004,3,0
726.2297231913691,23,3618,2,0
897.2131496926245,5,2462,4,0
887.1993378408522,8,1379,3,0
780.0956703117662,6,1481,2,0
642.3896145081335,17,1746,4,0
85.05582503005378,23,3603,0,0
162.46708538051917,8,3047,4,0
898.6556343385522,22,3268,2,0
606.8226305999303,3,1862,3,0
10.187854565013017,8,115,0,0
102.37007132316607,3,3489,2,0
663.8382673389477,11,1376,2,0
6.056522262372468,3,976,4,0
161.64724336608114,23,3147,1,0
549.1850555772195,19,1686,1,0
692.2033024950006,13,2084,0,0
691.5707104775507,23,6,6,1
225.04504015109922,23,1687,3,0
712.4670421261883,6,63,0,0
238.01183840930327,12,2714,0,0
326.07429846110847,21,509,4,0
746.7449137129062,7,188,3,0
649.9832661481674,22,2783,2,0
849.3741870836838,4,93,2,0
657.955279408043,11,5,2,0
567.867653791634,12,16,8,1
94.58109306026438,19,3238,4,0
368.3480872563741,13,3518,0,0
265.93716531404374,17,2073,1,0
244.74565373570448,23,2556,1,0
973.0375441976931,19,98,2,0
393.7046269420936,3,1292,4,0
892.1545086219362,20,2710,2,0
631.5074873712656,17,3465,2,0
795.0164922381068,6,1788,0,0
503.1344560120869,14,1309,2,0
577.3269807417328,20,684,2,0
493.02517612504505,5,1133,4,0
196.04774481024646,15,27,4,0
722.7296631462439,19,1782,4,0
281.49159007841496,23,2103,2,0
25.291650465022386,7,3205,4,0
645.8268236112607,20,3124,4,0
177.9335687276419,15,3565,3,0
940.5181257685614,21,781,3,0
953.9746484255847,15,2346,1,0
914.949525830228,2,3471,0,0
370.78854155518894,16,1615,0,0
16.441159912338563,8,1042,4,0
928.3902440251377,2,2866,1,0
428.755964168997,19,1794,1,0
966.6881642246259,6,855,3,0
963.6563571121636,17,1643,1,0
853.1564460118927,11,1933,2,0
295.1544431775161,18,2027,4,0
385.71263087332335,15,1988,2,0
851.2855348453401,21,2607,0,0
317.6050831511214,23,1270,3,0
170.32325393940638,16,2551,2,0
557.2444611958919,19,1113,4,0
936.2186193866202,14,2251,2,0
696.333766878298,0,2994,2,0
570.4911089192756,1,240,1,0
98.07931727699777,7,490,3,0
615.3922194724705,21,1037,0,0
990.063796254159,1,2697,4,0
140.9439312212875,18,1339,4,0
518.811322711373,8,2037,0,0
877.4956988560275,8,685,4,0
741.0278491364502,12,3270,1,0
697.3187252542727,5,2027,2,0
702.7815999031221,14,2291,1,0
575.0097731746986,18,3,7,1
294.2982524202289,20,3115,1,0
809.5517943230351,14,3402,0,0
810.3032812845016,17,1615,3,0
867.2052462615236,6,3501,0,0
913.3273120039148,10,1768,0,0
511.83105646207684,7,613,1,0
502.0147783925124,5,162,3,0
798.4968837878084,7,656,0,0
650.3139668469873,1,3007,3,0
702.2649103804456,18,621,1,0
795.996876766665,15,3507,0,0
890.1153364757487,6,1257,3,0
338.65716169468425,9,2159,4,0
376.2073696873041,11,1952,0,0
94.88795790102813,16,2982,0,0
578.7018608551778,6,1256,0,0
609.5090438941638,21,19,9,1
466.1324201143277,7,750,2,0
543.1019900728691,6,709,0,0
945.0587544122204,3,6,8,1
591.2424273084417,2,1622,4,0
31.46974968911038,18,2855,1,0
38.3108405604652,14,41,2,0
822.7779600989986,3,560,2,0
360.8304507698516,8,466,3,0
127.9334521392329,12,1101,1,0
522.7210167947495,17,1714,3,0
770.2235595455122,20,490,1,0
216.60520646934634,15,117,2,0
623.2675853431813,0,2482,3,0
86.26211752877423,3,3091,1,0
52.63003944743909,17,3042,2,0
531.8232769365799,7,1595,2,0
541.0944864884964,19,196,0,0
637.7924715967083,15,619,3,0
726.3652423889389,20,1475,0,0
975.8762273830721,10,2473,2,0
516.7840479528941,19,3466,3,0
323.6335164683047,20,1308,3,0
795.391008573935,20,34,4,0
271.56141901081213,20,2343,1,0
439.53244928493046,18,3055,4,0
79.37792496092369,22,1275,4,0
26.325392672042053,18,339,2,0
962.6857662632472,17,2666,1,0
836.1441403916937,18,3512,4,0
696.2782318876043,10,180,4,0
409.5439914698556,2,622,3,0
174.12102575077492,7,3300,2,0
157.28060562841495,19,1657,4,0
250.99265526643075,18,2667,1,0
549.6774380414143,9,643,0,0
714.8813267773622,15,2071,0,0
660.5371793410135,4,1681,2,0
280.6539630489969,19,1351,0,0
954.9104153825309,8,1178,3,0
738.1590197790728,7,619,3,0
554.7996984588893,10,1170,1,0
612.1090254881179,15,252,2,0
420.18046236536213,6,302,2,0
248.48325851165632,14,3142,0,0
356.6167059726103,23,1567,4,0
758.0882643539047,20,3165,4,0
15.379095141126113,19,2211,4,0
116.95656786640932,22,3153,1,0
46.956639379730994,16,3135,2,0
41.688073516651166,5,612,0,0
855.6051234269962,14,3508,1,0
703.9542015206437,7,1072,3,0
474.6996552582379,6,2493,3,0
98.73632649035048,1,1944,3,0
492.12425924171555,12,74,2,0
473.9982990097851,22,2874,3,0
174.02866804010517,5,1728,4,0
434.4177975887351,4,542,3,0
399.1062296629761,19,157,1,0
794.933784130398,0,2,6,1
635.4585572167762,17,1290,4,0
46.25870576227247,14,256,3,0
375.23800201184474,22,3111,0,0
626.2340557985221,9,3127,4,0
503.63312232150764,2,1052,2,0
856.633351347134,4,937,3,0
659.0349379873261,23,2166,1,0
163.77149265434826,12,2418,3,0
71.49817865302941,7,2257,1,0
642.7768589281093,21,2635,0,0
27.484799231080192,20,3649,2,0
586.1898056921898,1,2897,4,0
940.2900111835327,8,1892,4,0
575.898703698003,16,1582,2,0
388.7817562803154,17,316,0,0
643.6449302239108,12,3465,0,0
458.7946376010251,0,2492,3,0
546.071172526619,11,1776,0,0
941.5233439677486,19,3331,3,0
386.71653516297346,19,1971,1,0
961.2293732600903,20,1222,2,0
905.4452913141076,4,1723,1,0
196.59534365450713,7,2676,1,0
70.2919395742903,14,2493,1,0
101.67722337604923,2,570,1,0
19.203603825898178,5,2630,4,0
95.34851779517247,12,2653,0,0
683.3237666429405,11,2789,2,0
72.11745981176875,18,908,2,0
319.6566546634675,17,649,1,0
845.0304356584851,23,1641,2,0
24.24866380009004,0,2353,3,0
814.6540141063468,6,339,2,0
282.5729199986265,11,529,1,0
119.0466627940346,9,2102,2,0
697.0404281987865,11,1136,0,0
629.3139039331041,10,2732,1,0
877.5945415135259,3,1952,4,0
735.3359727600819,18,419,0,0
803.6774494544637,5,2353,2,0
282.7525379987352,8,3510,4,0
178.2621042359431,19,1680,0,0
750.8641368892174,9,85,3,0
807.0279045279967,4,3596,0,0
990.5146368586726,12,2300,4,0
413.20505923451503,8,1752,3,0
372.6460677069904,1,126,2,0
776.6365477812549,17,2658,1,0
341.4627367127648,20,2028,2,0
930.8265682779612,0,1429,1,0
858.5543390911688,23,2352,1,0
429.56503334764335,20,3100,4,0
751.1201967237058,11,2896,3,0
754.7883312105977,9,1290,3,0
104.02074496709668,1,3124,0,0
902.6503537728871,8,2703,2,0
505.74712007540927,1,644,4,0
826.6310086416339,22,2906,2,0
320.72955142958114,23,2559,0,0
895.6277052677043,21,2255,0,0
389.81247705542893,13,574,4,0
11.826813828818063,10,2923,0,0
905.4765944428444,22,2559,4,0
92.19539010934743,10,2022,0,0
319.99432395282446,16,1668,3,0
950.1119050837541,3,3625,4,0
950.6565397906186,12,2249,3,0
573.8644502351628,6,2871,3,0
632.2053749576295,15,1308,4,0
448.99707645634146,0,3429,2,0
293.9175609263665,12,3119,1,0
329.33588082454605,0,3068,0,0
672.8459376209614,10,137,0,0
752.6221549082424,5,130,2,0
791.7874646821227,19,1219,1,0
789.8285246517594,2,1018,2,0
92.11489694564168,11,3436,1,0
494.92588439787886,4,432,4,0
58.50120125662764,8,3141,4,0
549.9793534414118,11,3530,3,0
442.08897087200364,9,2588,3,0
887.8164785755415,18,2383,4,0
351.5640975395266,4,2574,3,0
877.9270974261296,4,22,6,1
143.84869037078303,8,909,2,0
761.7491210857547,19,3088,0,0
618.5998452529448,16,2014,4,0
102.02155344666745,9,3528,4,0
85.02269930888244,20,2558,4,0
701.2681623276609,0,209,3,0
73.69024335782933,21,3230,3,0
822.0381992310658,15,3409,3,0
706.5359849293397,14,1985,3,0
82.26743186125786,22,3313,2,0
85.75287637110672,16,58,4,0
986.6529389226743,19,2008,2,0
374.8965249603642,12,2864,3,0
371.271504919824,0,3377,2,0
812.9867676902451,7,1369,4,0
947.3013288064749,4,1038,4,0
986.0150627590481,5,1383,3,0
753.6248070736826,22,377,4,0
376.88332594538485,19,2291,2,0
84.4172159819701,13,993,1,0
777.3697690115093,21,3217,4,0
558.8458454860693,22,2939,2,0
424.7977872377293,10,415,2,0
906.4480307096412,5,394,2,0
112.08628482384519,10,729,4,0
493.1324791865683,12,358,1,0
12.34229112265165,11,1600,3,0
469.19198135213213,21,1182,3,0
57.246972406155514,1,2722,4,0
119.69909835180385,20,2066,4,0
118.40872053032777,2,2776,0,0
649.5610918139475,22,2609,1,0
746.2988343861579,3,1592,2,0
583.7853963320624,16,3419,2,0
962.2103759260674,21,3130,3,0
375.49570894418036,5,155,4,0
286.4263741955789,6,1591,1,0
868.7305290612708,14,3559,3,0
224.3722426809332,10,1555,1,0
963.2593169011707,23,487,4,0
13.142320215126524,2,2199,2,0
969.9089478809314,5,1383,0,0
44.116752038625535,1,2416,1,0
891.251970584373,13,1071,2,0
528.1734079772135,8,2255,1,0
992.971831323181,17,2498,1,0
74.72276817066346,18,1507,1,0
554.3004301169194,11,1876,4,0
969.3332330834799,12,924,3,0
523.5747463259787,11,2745,1,0
629.7692394971273,11,2618,4,0
696.0529402956325,17,2191,0,0
455.08652370300547,8,3472,3,0
627.9305220039794,16,3169,4,0
584.7299976111772,20,1071,0,0
901.256852480498,15,191,3,0
46.400933961116415,16,140,4,0
281.6822264026381,20,615,0,0
950.4610725924822,23,3303,4,0
890.3735201070255,7,3412,0,0
456.20109603292724,10,2973,1,0
620.5124652037352,23,1515,1,0
278.10380179815155,1,3121,3,0
188.93303856403756,7,624,0,0
464.23470653504216,11,3525,1,0
353.99887579802675,20,1340,3,0
584.0724557390212,0,1346,2,0
78.65690232801985,22,87,1,0
974.4204128585003,12,1918,1,0
986.2245337351233,21,3546,4,0
698.4635523057254,20,282,2,0
536.5602699777762,16,2812,0,0
310.2180886700414,13,1098,3,0
813.9812246872417,13,453,2,0
685.0464413813254,15,47,0,0
163.4543224055464,16,1612,1,0
911.0162573093486,5,3168,3,0
822.7147056802459,6,2986,3,0
949.8501133786322,0,2079,2,0
725.9937888799716,14,2582,4,0
613.801780739854,19,2065,0,0
418.82479325432826,20,3284,2,0
932.7957548706593,17,1684,4,0
866.1978256109079,12,1259,4,0
46.17345143608322,23,392,4,0
27.340607522754752,1,3055,3,0
377.08690351117156,18,354,0,0
810.7427774510511,14,305,0,0
987.2888531856295,11,1623,2,0
151.26647421242467,14,1574,1,0
594.536584636783,17,3637,2,0
381.5099657743905,13,1564,0,0
969.9444834167886,5,1613,3,0
842.276804212573,11,1949,2,0
838.4903760064267,19,2557,1,0
469.2244666351753,22,712,2,0
415.4046828353275,5,1419,4,0
274.13366485877555,8,3503,1,0
57.31912115427619,3,2733,4,0
864.8576538787981,16,786,3,0
813.0881081209475,1,3634,0,0
999.7179556128444,15,857,2,0
996.6402002368314,23,177,2,0
555.8762738970248,13,1430,4,0
769.21842776533,7,2349,4,0
944.8209641525456,13,2493,0,0
849.7977432867341,1,3199,2,0
248.10075364145445,15,3421,0,0
451.0935911747834,3,2069,4,0
130.0302557363435,0,3064,4,0
954.0969762314636,22,711,1,0
606.5684598164291,19,2749,4,0
229.41416269795926,13,1868,4,0
672.0289837214509,7,3492,0,0
618.510112217438,2,152,1,0
358.80455531480766,4,3232,1,0
114.44403460742939,5,2907,2,0
671.9016223972068,21,3552,3,0
520.7873932028895,7,1467,2,0
772.5460733439037,5,96,2,0
520.6433376108814,5,3424,2,0
852.3293188182216,3,1099,1,0
552.3549319357111,6,2926,0,0
561.3770335638509,23,640,4,0
876.7769490556867,18,3431,1,0
404.07938334618467,6,1157,4,0
134.8812132221901,2,2448,4,0
29.753893637025634,7,3211,3,0
755.3821184179454,0,2294,2,0
620.6892418021112,0,3363,3,0
704.3756883311244,13,112,2,0
213.7511973474018,5,1194,1,0
137.235104111183,9,1623,4,0
15.530121002214047,13,1634,3,0
351.2369712477904,3,3312,1,0
590.3277691677785,5,3409,1,0
392.8518010546326,15,1162,2,0
438.0374471017053,20,1618,4,0
904.2545357992547,0,1260,2,0
348.90721155627705,5,1672,2,0
514.475499670651,8,2842,1,0
783.869359728402,14,3075,2,0
397.14623953894886,11,1595,0,0
622.4646135276456,2,2164,4,0
862.5013450379985,10,1496,2,0
949.5711030339845,14,3203,2,0
811.3281665099029,2,9,8,1
926.6610375363329,13,3555,4,0
492.62417678645863,1,3473,4,0
258.9861439106594,3,1225,2,0
459.67662048202305,18,292,0,0
980.0525427101916,11,2390,3,0
493.12547589887674,1,1015,0,0
329.4228586772207,16,1634,2,0
633.7674534624091,2,1240,4,0
240.90547315941487,9,1660,4,0
76.78746478055525,15,585,0,0
129.75084218873857,21,3438,1,0
128.91779311881467,8,1914,2,0
152.75079081878206,10,2027,4,0
139.68834547676073,20,1493,1,0
641.2338700584114,14,3490,4,0
182.69820431474568,2,27,4,0
346.32161604053937,15,1701,1,0
896.8916214961058,20,455,0,0
474.4876786226095,20,918,2,0
667.8901807825061,20,2628,1,0
173.1475513304282,11,14,1,0
193.0967297898621,22,2146,4,0
41.82774765021239,4,279,1,0
169.7661280090924,6,1964,2,0
279.31174869292664,8,490,0,0
177.83347379247007,20,985,0,0
89.61383122329856,17,961,0,0
121.5152352295002,20,1783,2,0
461.31798926469304,7,2672,4,0
207.12738468738672,11,2255,2,0
364.90559118702737,19,1888,1,0
503.913853584002,1,1870,3,0
690.704433800736,9,3305,3,0
40.27282770125784,18,1597,3,0
799.6109885101336,8,2645,0,0
628.2724891014169,23,2743,2,0
82.67727291692303,7,1263,2,0
873.7050454826705,23,250,0,0
920.9515281312814,23,1607,1,0
62.016881895008886,23,740,3,0
277.6007704990565,0,306,3,0
806.3950785132682,5,3535,0,0
748.5114306932747,11,1807,3,0
185.33649833702094,23,1937,4,0
210.1399740133736,18,1826,2,0
371.1016306885906,16,3308,3,0
485.0384622058303,1,3363,3,0
618.6365167587657,10,3111,4,0
369.5447259302026,17,3046,1,0
463.07218141701475,22,2766,1,0
747.7234671956228,21,183,4,0
37.646519687707304,10,2693,1,0
253.18450739967673,17,30,0,0
713.6362362986679,7,1412,4,0
895.3116308495121,14,767,2,0
512.1657646735505,8,3215,2,0
532.5813717800503,14,615,2,0
108.06483932843628,6,3491,3,0
447.9649544566312,19,1005,4,0
533.0846491885682,12,2122,4,0
243.22803313109492,12,3127,1,0
269.9739877184316,0,3010,4,0
377.906878941518,19,3644,4,0
21.051126579948644,3,24,1,0
322.75708641759513,23,3094,4,0
212.23655898954812,3,2476,4,0
328.1698548257367,3,1056,0,0
120.64236968743197,12,2911,1,0
890.6367534591551,1,2387,0,0
593.9988611004947,22,1971,3,0
679.4232168253451,14,2005,1,0
789.382067368731,3,1539,4,0
498.9437567301282,5,2560,4,0
87.83336779933627,2,3142,0,0
537.5694352767292,6,672,0,0
587.2542769028582,5,3160,3,0
745.6940347101456,2,2925,3,0
432.2278866834497,3,571,4,0
128.4527224927682,9,764,2,0
284.49212989292573,20,1243,3,0
363.71921410223644,8,713,4,0
646.2713240902697,5,2637,3,0
571.207526364243,19,767,1,0
356.7406291719484,10,1783,0,0
986.5287335441867,6,1294,4,0
606.1690445375302,17,2867,3,0
237.9895649442585,3,1675,0,0
102.68069014778334,4,2126,2,0
153.7062800451477,3,2058,3,0
246.71177065612363,3,1492,4,0
161.5206918862961,12,1360,1,0
187.38045702725447,15,636,0,0
285.81007352515326,13,1210,0,0
174.20022169946006,10,3618,1,0
896.8686592017988,1,3193,4,0
81.15351191598057,21,2640,2,0
524.9868781806845,13,2766,1,0
410.98643016267187,23,2613,2,0
982.3962382916978,23,1692,4,0
112.9268632658843,6,1298,3,0
398.4577434466959,10,2458,3,0
969.5009628420935,3,358,4,0
865.6416187680862,6,1671,2,0
817.2549988783306,15,2146,1,0
258.64492421789487,5,1007,4,0
171.71669980267575,5,241,4,0
668.9745767045066,1,2605,3,0
929.4466131384582,23,2759,1,0
557.2061301209159,7,1827,3,0
572.04107678043,6,3186,2,0
280.6991145666239,23,3559,2,0
769.723440258745,13,1265,0,0
187.85670480896584,8,156,4,0
324.35555716783944,14,352,1,0
426.0110021778004,21,44,1,0
508.10276830577055,17,2640,3,0
243.16732268266514,11,3384,3,0
115.72198791446434,22,138,1,0
611.009422399191,18,1968,3,0
289.34192268701554,12,2484,0,0
581.6569832011896,6,754,4,0
155.2083525589281,9,143,0,0
481.6589617529627,9,3072,2,0
533.0568431190343,1,1847,1,0
52.771713285604484,13,3371,0,0
337.2676739157267,12,3634,0,0
135.28026226203528,21,2310,3,0
64.31159550229498,5,2560,3,0
989.9702721575553,8,2721,3,0
323.03149112974825,12,62,2,0
810.0645714087802,8,1591,0,0
882.7738248139849,12,23,8,1
681.8212195017053,4,1420,3,0
760.4676320297968,13,2020,2,0
620.6618884014053,4,27,5,1
472.1046123616082,8,3402,3,0
412.42907323312124,7,2997,1,0
349.5193982764523,6,2850,0,0
929.599615103578,7,1193,3,0
830.7887883799414,21,2314,4,0
965.0618837558461,2,2356,0,0
125.17292626205918,22,2507,2,0
731.1366077284406,23,3257,4,0
938.4021163642168,14,334,0,0
182.0518330994945,7,2563,4,0
67.42977109941071,0,2489,2,0
741.379528640769,6,2721,3,0
574.898640066732,18,2439,4,0
841.9869479815138,1,1796,3,0
140.63260424966322,13,2983,2,0
795.4720445480303,17,2608,2,0
202.4256927276968,14,254,4,0
164.49228692283882,13,3407,4,0
165.10153213306194,23,1424,2,0
814.7601455111508,18,3238,4,0
665.5320234755039,18,3332,4,0
523.5423593443502,21,1028,4,0
359.471653639379,16,1912,4,0
877.3233402722951,21,2167,0,0
393.05266231521273,18,996,2,0
816.7828400321055,15,470,2,0
439.6957736616482,19,1494,1,0
377.5674849954827,18,2833,3,0
463.2171058839368,0,3565,1,0
302.0764962899779,18,1888,4,0
747.8617707960749,6,1524,4,0
503.2176697023867,22,1094,0,0
232.9804824516705,10,694,0,0
899.6749987012939,4,2913,0,0
384.5073301518382,16,2824,0,0
544.0093082528746,10,1394,0,0
906.5656388535824,23,2045,0,0
624.6137579180781,7,181,0,0
117.7811426676557,9,3077,0,0
939.8922914898617,11,1221,0,0
628.0803450183464,9,47,2,0
335.57070904242903,12,3624,0,0
140.13280059072386,17,634,3,0
794.2311640810257,9,1164,0,0
620.452683172585,18,1689,4,0
533.9276308843451,19,1564,4,0
893.9986904679067,16,1451,0,0
788.8086140133062,19,589,0,0
152.52320485301843,15,3633,4,0
312.41034572775266,4,1878,3,0
249.24065067465128,2,2358,1,0
744.2023462801043,14,2322,2,0
34.4989023010436,1,1563,4,0
570.3197951864452,12,840,0,0
762.6962270549499,21,1414,2,0
876.8888711249878,7,2507,0,0
342.73966696719157,22,733,1,0
821.4360473673408,16,2409,1,0
111.52110521825202,3,1018,4,0
846.6058394427837,18,3141,2,0
128.36117366965044,21,2710,2,0
397.8900032698069,8,2747,1,0
797.498070413774,22,1455,0,0
150.76750992142502,14,2933,4,0
230.02214383740883,8,758,3,0
722.5303158246733,23,3104,1,0
720.3165000095282,20,2003,1,0
641.506485252412,8,621,4,0
694.2544960226329,13,1889,0,0
543.1817189042486,22,3585,2,0
252.5472598480458,20,182,1,0
346.35029751041554,15,2734,4,0
182.41611908462426,23,2729,4,0
908.5421107722947,22,2296,4,0
583.8084029713543,16,2668,2,0
401.45056534687626,12,1321,1,0
462.54379784048854,8,1800,4,0
947.3360562722036,14,2078,2,0
154.19805171296412,6,1326,0,0
586.6436021847804,0,1500,3,0
506.3827902055815,0,2921,1,0
611.8427811992132,4,948,2,0
19.092073637019666,23,1376,3,0
872.2517850352074,8,985,3,0
932.1861642011288,11,3554,2,0
565.5680504056197,5,2365,2,0
696.9541730530153,12,2785,2,0
608.3077913035704,7,9,6,1
707.5313956790852,14,3161,0,0
153.3865038713471,5,3306,4,0
576.7120718066463,5,2216,3,0
607.108331336473,3,2791,3,0
424.7065406310836,10,126,3,0
736.7077913890981,20,2621,2,0
934.4326477542459,17,120,1,0
925.6429443938696,2,1452,4,0
451.388532032728,2,1009,1,0
114.1248077949145,11,1214,0,0
984.8563577633722,20,1452,0,0
839.0591883594882,20,2608,4,0
125.53801852206358,5,3274,3,0
920.9210407347549,20,3131,0,0
870.0264657000662,5,697,1,0
519.319219068946,7,2271,1,0
591.6841603091843,14,1516,2,0
399.6037011662601,17,1035,3,0
55.7068771832093,19,2841,2,0
335.862044404255,15,1536,4,0
803.0505951494134,5,814,0,0
5.627390981598256,20,310,2,0
334.16567251945304,16,1012,2,0
398.77052489735235,8,2797,4,0
537.858207334985,18,1058,1,0
919.9357607963477,17,1019,1,0
346.9996483715953,22,3412,4,0
347.60624869433144,4,2529,1,0
737.7637468616387,5,2622,4,0
452.76572294891736,11,825,1,0
225.38021811704198,10,2045,4,0
452.9870766165607,15,1117,1,0
141.71616335942005,19,628,2,0
177.21059951971708,16,1157,2,0
498.86940496674026,19,2892,1,0
